user_id,trip_id
conductor_23622,399_12_40
conductor_23623,399_12_50
conductor_23624,399_13_00
conductor_23625,399_13_10
conductor_23626,399_13_20
conductor_23627,399_13_30
conductor_23628,399_13_40
conductor_23629,399_13_50
conductor_23630,399_14_00
conductor_23631,399_14_10
conductor_23632,399_14_20
conductor_23633,399_14_30
conductor_23634,399_14_40
conductor_23635,399_14_50
conductor_23636,399_15_00
conductor_23637,399_15_10
conductor_23638,399_15_20
conductor_23639,399_15_30
conductor_23640,399_15_40
conductor_23641,399_15_50
conductor_23642,399_16_00
conductor_23643,399_16_10
conductor_23644,399_16_20
conductor_23645,399_16_30
conductor_23646,399_16_40
conductor_23647,399_16_50
conductor_23648,399_17_00
conductor_23649,399_17_10
conductor_23650,399_17_20
conductor_23651,399_17_30
conductor_23652,399_17_40
conductor_23653,399_17_50
conductor_23654,399_18_00
conductor_23655,399_18_10
conductor_23656,399_18_20
conductor_23657,399_18_30
conductor_23658,399_18_40
conductor_23659,399_18_50
conductor_23660,399_19_00
conductor_23661,399_19_10
conductor_23662,399_19_20
conductor_23663,399_19_30
conductor_23664,399_19_40
conductor_23665,399_19_50
conductor_23666,399_20_00
conductor_23667,399_20_10
conductor_23668,399_20_20
conductor_23669,399_20_30
conductor_23670,399_20_40
conductor_23671,399_20_50
conductor_23672,399_21_00
conductor_23673,399_21_10
conductor_23674,399_21_40
conductor_23675,39_10_20
conductor_23676,39_10_30
conductor_23677,39_10_40
conductor_23678,39_10_50
conductor_23679,39_11_00
conductor_23680,39_11_10
conductor_23681,39_11_20
conductor_23682,39_11_30
conductor_23683,39_11_40
conductor_23684,39_11_50
conductor_23685,39_12_00
conductor_23686,39_12_10
conductor_23687,39_12_20
conductor_23688,39_12_30
conductor_23689,39_12_40
conductor_23690,39_12_50
conductor_23691,39_13_00
conductor_23692,39_13_10
conductor_23693,39_13_20
conductor_23694,39_13_30
conductor_23695,39_13_40
conductor_23696,39_13_50
conductor_23697,39_14_00
conductor_23698,39_14_10
conductor_23699,39_14_20
conductor_23700,39_14_30
conductor_23701,39_14_40
conductor_23702,39_14_50
conductor_23703,39_15_00
conductor_23704,39_15_10
conductor_23705,39_15_20
conductor_23706,39_15_30
conductor_23707,39_15_40
conductor_23708,39_15_50
conductor_23709,39_16_20
conductor_23710,3_10_30
conductor_23711,3_10_50
conductor_23712,3_11_10
conductor_23713,3_11_20
conductor_23714,3_11_30
conductor_23715,3_11_40
conductor_23716,3_11_50
conductor_23717,3_12_00
conductor_23718,3_12_10
conductor_23719,3_12_30
conductor_23720,3_12_50
conductor_23721,3_13_00
conductor_23722,3_13_10
conductor_23723,3_13_20
conductor_23724,3_13_40
conductor_23725,3_13_50
conductor_23726,3_14_00
conductor_23727,3_14_10
conductor_23728,3_14_20
conductor_23729,3_14_30
conductor_23730,3_14_40
conductor_23731,3_15_00
conductor_23732,400_06_00
conductor_23733,400_06_10
conductor_23734,400_06_20
conductor_23735,400_06_30
conductor_23736,400_07_00
conductor_23737,400_07_10
conductor_23738,400_07_20
conductor_23739,400_07_40
conductor_23740,400_07_50
conductor_23741,400_08_00
conductor_23742,400_08_10
conductor_23743,400_08_20
conductor_23744,400_08_30
conductor_23745,400_08_40
conductor_23746,400_08_50
conductor_23747,400_09_00
conductor_23748,400_09_10
conductor_23749,400_09_20
conductor_23750,400_09_30
conductor_23751,400_09_40
conductor_23752,400_09_50
conductor_23753,400_10_20
conductor_23754,400_10_40
conductor_23755,400_10_50
conductor_23756,400_11_00
conductor_23757,400_11_10
conductor_23758,400_11_20
conductor_23759,400_11_30
conductor_23760,400_11_40
conductor_23761,400_11_50
conductor_23762,400_12_00
conductor_23763,400_12_10
conductor_23764,400_12_20
conductor_23765,400_12_30
conductor_23766,400_12_40
conductor_23767,400_13_00
conductor_23768,400_13_10
conductor_23769,400_13_20
conductor_23770,400_13_30
conductor_23771,400_13_40
conductor_23772,400_13_50
conductor_23773,400_14_00
conductor_23774,400_14_10
conductor_23775,400_14_20
conductor_23776,400_14_30
conductor_23777,400_14_40
conductor_23778,400_14_50
conductor_23779,400_15_00
conductor_23780,400_15_10
conductor_23781,400_15_20
conductor_23782,400_15_30
conductor_23783,400_15_40
conductor_23784,400_15_50
conductor_23785,400_16_00
conductor_23786,400_16_10
conductor_23787,400_16_20
conductor_23788,400_16_30
conductor_23789,400_16_40
conductor_23790,400_16_50
conductor_23791,400_17_00
conductor_23792,400_17_10
conductor_23793,400_17_20
conductor_23794,400_17_30
conductor_23795,400_17_40
conductor_23796,400_17_50
conductor_23797,400_18_00
conductor_23798,400_18_10
conductor_23799,400_18_20
conductor_23800,400_18_30
conductor_23801,400_18_40
conductor_23802,400_18_50
conductor_23803,400_19_00
conductor_23804,400_19_10
conductor_23805,400_19_20
conductor_23806,400_19_30
conductor_23807,400_19_40
conductor_23808,400_19_50
conductor_23809,400_20_00
conductor_23810,400_20_10
conductor_23811,400_20_20
conductor_23812,400_20_30
conductor_23813,400_20_40
conductor_23814,400_20_50
conductor_23815,400_21_00
conductor_23816,400_21_10
conductor_23817,400_21_20
conductor_23818,400_21_30
conductor_23819,401_06_00
conductor_23820,401_06_10
conductor_23821,401_06_20
conductor_23822,401_06_30
conductor_23823,401_06_40
conductor_23824,401_06_50
conductor_23825,401_07_00
conductor_23826,401_07_10
conductor_23827,401_07_20
conductor_23828,401_07_30
conductor_23829,401_07_40
conductor_23830,401_07_50
conductor_23831,401_08_00
conductor_23832,401_08_20
conductor_23833,403_12_00
conductor_23834,403_12_10
conductor_23835,403_12_20
conductor_23836,403_12_30
conductor_23837,403_12_40
conductor_23838,403_12_50
conductor_23839,403_13_00
conductor_23840,403_13_20
conductor_23841,403_13_30
conductor_23842,403_13_40
conductor_23843,403_13_50
conductor_23844,403_14_00
conductor_23845,403_14_10
conductor_23846,403_14_20
conductor_23847,403_14_30
conductor_23848,403_14_40
conductor_23849,403_14_50
conductor_23850,403_15_00
conductor_23851,403_15_10
conductor_23852,403_15_20
conductor_23853,403_15_30
conductor_23854,403_15_40
conductor_23855,403_15_50
conductor_23856,403_16_00
conductor_23857,403_16_10
conductor_23858,403_16_20
conductor_23859,403_16_30
conductor_23860,403_16_40
conductor_23861,403_16_50
conductor_23862,403_17_00
conductor_23863,403_17_10
conductor_23864,403_17_40
conductor_23865,403_17_50
conductor_23866,403_18_10
conductor_23867,403_18_20
conductor_23868,403_18_40
conductor_23869,403_20_40
conductor_23870,403_21_00
conductor_23871,404_07_00
conductor_23872,404_07_10
conductor_23873,404_07_30
conductor_23874,404_07_40
conductor_23875,404_07_50
conductor_23876,404_08_00
conductor_23877,404_08_10
conductor_23878,404_08_20
conductor_23879,404_08_30
conductor_23880,404_08_40
conductor_23881,404_09_00
conductor_23882,404_09_10
conductor_23883,404_09_20
conductor_23884,404_09_30
conductor_23885,404_09_40
conductor_23886,404_09_50
conductor_23887,404_10_00
conductor_23888,404_10_10
conductor_23889,404_10_20
conductor_23890,404_10_30
conductor_23891,404_10_40
conductor_23892,404_10_50
conductor_23893,404_11_00
conductor_23894,404_11_10
conductor_23895,404_11_20
conductor_23896,404_11_30
conductor_23897,404_11_40
conductor_23898,404_11_50
conductor_23899,404_12_00
conductor_23900,404_12_10
conductor_23901,404_12_20
conductor_23902,404_12_30
conductor_23903,404_12_40
conductor_23904,404_12_50
conductor_23905,404_13_00
conductor_23906,404_13_10
conductor_23907,404_13_20
conductor_23908,404_13_30
conductor_23909,404_13_40
conductor_23910,404_13_50
conductor_23911,404_14_00
conductor_23912,404_14_10
conductor_23913,404_14_20
conductor_23914,404_14_30
conductor_23915,404_14_40
conductor_23916,404_15_00
conductor_23917,404_15_10
conductor_23918,404_15_20
conductor_23919,404_15_30
conductor_23920,404_15_40
conductor_23921,404_15_50
conductor_23922,404_16_00
conductor_23923,404_16_10
conductor_23924,404_16_20
conductor_23925,404_16_30
conductor_23926,404_16_40
conductor_23927,404_16_50
conductor_23928,404_17_00
conductor_23929,404_17_10
conductor_23930,404_17_20
conductor_23931,404_17_30
conductor_23932,404_17_40
conductor_23933,404_17_50
conductor_23934,404_18_00
conductor_23935,404_18_10
conductor_23936,404_18_20
conductor_23937,404_18_30
conductor_23938,404_18_40
conductor_23939,404_18_50
conductor_23940,404_19_00
conductor_23941,404_19_10
conductor_23942,404_19_20
conductor_23943,404_19_30
conductor_23944,404_19_40
conductor_23945,404_19_50
conductor_23946,404_20_00
conductor_23947,404_20_10
conductor_23948,404_20_20
conductor_23949,404_20_30
conductor_23950,404_20_40
conductor_23951,404_20_50
conductor_23952,404_21_00
conductor_23953,404_21_10
conductor_23954,404_21_20
conductor_23955,404_21_30
conductor_23956,404_21_40
conductor_23957,404_21_50
conductor_23958,405_07_40
conductor_23959,405_07_50
conductor_23960,405_08_50
conductor_23961,405_09_20
conductor_23962,405_09_50
conductor_23963,405_10_00
conductor_23964,405_10_10
conductor_23965,405_10_30
conductor_23966,405_10_40
conductor_23967,405_10_50
conductor_23968,405_11_00
conductor_23969,405_11_10
conductor_23970,405_11_20
conductor_23971,405_11_30
conductor_23972,405_11_40
conductor_23973,405_11_50
conductor_23974,405_12_00
conductor_23975,405_12_10
conductor_23976,405_12_30
conductor_23977,405_12_40
conductor_23978,405_12_50
conductor_23979,405_13_00
conductor_23980,405_13_10
conductor_23981,405_13_20
conductor_23982,405_13_30
conductor_23983,405_13_40
conductor_23984,405_13_50
conductor_23985,405_14_00
conductor_23986,405_14_40
conductor_23987,405_16_10
conductor_23988,405_16_20
conductor_23989,405_16_30
conductor_23990,405_16_40
conductor_23991,405_17_00
conductor_23992,405_17_10
conductor_23993,405_17_20
conductor_23994,405_17_30
conductor_23995,405_17_40
conductor_23996,405_17_50
conductor_23997,405_18_00
conductor_23998,405_18_10
conductor_23999,405_18_20
conductor_24000,405_18_30
conductor_24001,405_18_40
conductor_24002,405_18_50
conductor_24003,405_19_00
conductor_24004,405_19_10
conductor_24005,405_19_20
conductor_24006,405_19_30
conductor_24007,405_19_40
conductor_24008,405_19_50
conductor_24009,405_20_00
conductor_24010,405_20_10
conductor_24011,405_20_20
conductor_24012,405_20_30
conductor_24013,405_20_40
conductor_24014,405_21_00
conductor_24015,405_21_10
conductor_24016,405_21_30
conductor_24017,405_21_40
conductor_24018,405_21_50
conductor_24019,406_06_00
conductor_24020,406_06_30
conductor_24021,406_06_50
conductor_24022,406_07_00
conductor_24023,406_07_10
conductor_24024,406_07_20
conductor_24025,406_07_30
conductor_24026,406_08_00
conductor_24027,406_08_10
conductor_24028,406_08_20
conductor_24029,406_08_30
conductor_24030,406_09_00
conductor_24031,406_09_10
conductor_24032,406_09_20
conductor_24033,406_09_30
conductor_24034,406_10_00
conductor_24035,406_10_20
conductor_24036,406_10_30
conductor_24037,406_10_50
conductor_24038,406_11_00
conductor_24039,406_11_30
conductor_24040,406_11_40
conductor_24041,406_12_40
conductor_24042,406_13_00
conductor_24043,406_13_20
conductor_24044,406_13_30
conductor_24045,406_13_50
conductor_24046,406_14_00
conductor_24047,406_14_10
conductor_24048,406_14_20
conductor_24049,406_14_30
conductor_24050,406_14_40
conductor_24051,406_15_10
conductor_24052,406_15_20
conductor_24053,406_15_30
conductor_24054,406_15_50
conductor_24055,406_16_00
conductor_24056,406_16_20
conductor_24057,406_16_50
conductor_24058,406_17_10
conductor_24059,406_17_20
conductor_24060,406_17_30
conductor_24061,406_17_40
conductor_24062,406_17_50
conductor_24063,406_18_00
conductor_24064,406_18_10
conductor_24065,406_18_20
conductor_24066,406_18_30
conductor_24067,406_19_00
conductor_24068,406_19_10
conductor_24069,406_19_20
conductor_24070,406_20_50
conductor_24071,406_21_00
conductor_24072,406_21_30
conductor_24073,406_21_40
conductor_24074,407_21_20
conductor_24075,407_21_30
conductor_24076,408_06_40
conductor_24077,408_07_00
conductor_24078,408_07_10
conductor_24079,408_07_30
conductor_24080,408_07_40
conductor_24081,408_08_00
conductor_24082,408_08_30
conductor_24083,408_09_00
conductor_24084,408_09_20
conductor_24085,408_09_30
conductor_24086,408_09_50
conductor_24087,408_10_00
conductor_24088,408_10_10
conductor_24089,408_10_20
conductor_24090,408_10_50
conductor_24091,408_11_00
conductor_24092,408_11_10
conductor_24093,408_11_20
conductor_24094,408_11_30
conductor_24095,408_11_40
conductor_24096,408_11_50
conductor_24097,408_12_00
conductor_24098,408_12_20
conductor_24099,408_12_30
conductor_24100,408_12_40
conductor_24101,408_12_50
conductor_24102,408_13_00
conductor_24103,408_13_10
conductor_24104,408_13_20
conductor_24105,408_13_30
conductor_24106,408_13_40
conductor_24107,408_13_50
conductor_24108,408_14_00
conductor_24109,408_14_10
conductor_24110,408_14_40
conductor_24111,408_15_20
conductor_24112,408_15_30
conductor_24113,408_15_40
conductor_24114,408_15_50
conductor_24115,408_16_00
conductor_24116,408_16_10
conductor_24117,408_16_20
conductor_24118,408_16_30
conductor_24119,408_16_40
conductor_24120,408_16_50
conductor_24121,408_17_00
conductor_24122,408_17_10
conductor_24123,408_17_30
conductor_24124,408_17_40
conductor_24125,408_18_00
conductor_24126,408_18_10
conductor_24127,408_18_20
conductor_24128,408_18_30
conductor_24129,408_18_40
conductor_24130,408_18_50
conductor_24131,408_19_20
conductor_24132,408_19_30
conductor_24133,408_19_50
conductor_24134,408_20_00
conductor_24135,408_20_10
conductor_24136,408_20_20
conductor_24137,408_20_30
conductor_24138,408_20_40
conductor_24139,408_20_50
conductor_24140,408_21_10
conductor_24141,408_21_20
conductor_24142,408_21_30
conductor_24143,408_21_40
conductor_24144,408_21_50
conductor_24145,409_17_40
conductor_24146,409_18_20
conductor_24147,409_18_30
conductor_24148,409_19_20
conductor_24149,409_19_40
conductor_24150,409_20_00
conductor_24151,409_20_30
conductor_24152,40_08_10
conductor_24153,40_08_20
conductor_24154,40_08_30
conductor_24155,40_08_40
conductor_24156,40_08_50
conductor_24157,40_09_00
conductor_24158,40_09_10
conductor_24159,40_09_20
conductor_24160,40_09_30
conductor_24161,40_09_40
conductor_24162,40_09_50
conductor_24163,40_10_00
conductor_24164,40_10_10
conductor_24165,40_10_40
conductor_24166,40_11_20
conductor_24167,40_11_30
conductor_24168,40_12_00
conductor_24169,40_12_10
conductor_24170,40_12_20
conductor_24171,40_12_30
conductor_24172,40_12_40
conductor_24173,40_12_50
conductor_24174,40_13_00
conductor_24175,40_13_10
conductor_24176,40_13_20
conductor_24177,40_13_30
conductor_24178,40_13_40
conductor_24179,40_13_50
conductor_24180,40_14_00
conductor_24181,40_14_10
conductor_24182,40_14_20
conductor_24183,40_14_30
conductor_24184,40_14_50
conductor_24185,40_16_00
conductor_24186,40_16_20
conductor_24187,40_16_30
conductor_24188,40_16_40
conductor_24189,40_16_50
conductor_24190,40_17_00
conductor_24191,40_17_10
conductor_24192,40_17_20
conductor_24193,40_17_30
conductor_24194,40_17_40
conductor_24195,40_17_50
conductor_24196,40_18_00
conductor_24197,40_18_10
conductor_24198,40_18_20
conductor_24199,40_18_30
conductor_24200,410_06_00
conductor_24201,410_06_10
conductor_24202,410_06_50
conductor_24203,410_07_20
conductor_24204,410_08_10
conductor_24205,411_20_20
conductor_24206,411_20_30
conductor_24207,411_20_40
conductor_24208,411_20_50
conductor_24209,411_21_00
conductor_24210,411_21_10
conductor_24211,411_21_20
conductor_24212,411_21_30
conductor_24213,411_21_40
conductor_24214,411_21_50
conductor_24215,411_22_00
conductor_24216,412_06_50
conductor_24217,412_07_00
conductor_24218,412_07_20
conductor_24219,412_07_30
conductor_24220,412_08_00
conductor_24221,412_08_20
conductor_24222,412_08_40
conductor_24223,412_08_50
conductor_24224,412_09_00
conductor_24225,412_09_20
conductor_24226,412_09_30
conductor_24227,412_09_40
conductor_24228,412_09_50
conductor_24229,412_10_00
conductor_24230,412_10_10
conductor_24231,412_10_40
conductor_24232,412_10_50
conductor_24233,412_11_00
conductor_24234,412_11_10
conductor_24235,412_11_20
conductor_24236,412_11_30
conductor_24237,412_11_40
conductor_24238,412_11_50
conductor_24239,412_12_00
conductor_24240,412_12_10
conductor_24241,412_12_20
conductor_24242,412_12_40
conductor_24243,412_12_50
conductor_24244,412_13_00
conductor_24245,412_13_30
conductor_24246,412_13_40
conductor_24247,412_13_50
conductor_24248,412_14_00
conductor_24249,412_14_10
conductor_24250,412_14_20
conductor_24251,412_14_30
conductor_24252,412_14_50
conductor_24253,412_15_00
conductor_24254,412_15_10
conductor_24255,412_15_30
conductor_24256,412_15_40
conductor_24257,412_15_50
conductor_24258,412_16_00
conductor_24259,412_16_10
conductor_24260,412_16_20
conductor_24261,412_16_30
conductor_24262,412_16_40
conductor_24263,412_16_50
conductor_24264,412_17_00
conductor_24265,412_17_10
conductor_24266,412_17_20
conductor_24267,412_17_30
conductor_24268,412_18_00
conductor_24269,412_18_10
conductor_24270,412_18_20
conductor_24271,412_18_30
conductor_24272,412_18_40
conductor_24273,412_19_00
conductor_24274,412_19_10
conductor_24275,412_19_20
conductor_24276,412_19_30
conductor_24277,412_19_40
conductor_24278,412_19_50
conductor_24279,412_20_00
conductor_24280,412_20_10
conductor_24281,412_20_20
conductor_24282,412_20_30
conductor_24283,412_20_40
conductor_24284,412_20_50
conductor_24285,412_21_00
conductor_24286,412_21_10
conductor_24287,412_21_20
conductor_24288,412_21_30
conductor_24289,412_21_40
conductor_24290,413_19_50
conductor_24291,413_20_00
conductor_24292,413_20_10
conductor_24293,413_20_20
conductor_24294,413_20_50
conductor_24295,413_21_00
conductor_24296,413_21_10
conductor_24297,413_21_20
conductor_24298,413_21_30
conductor_24299,413_21_40
conductor_24300,413_21_50
conductor_24301,414_06_00
conductor_24302,414_06_10
conductor_24303,414_06_20
conductor_24304,414_06_50
conductor_24305,414_07_00
conductor_24306,414_07_10
conductor_24307,414_08_10
conductor_24308,414_08_40
conductor_24309,415_06_00
conductor_24310,415_06_10
conductor_24311,415_06_20
conductor_24312,415_06_30
conductor_24313,415_06_40
conductor_24314,415_06_50
conductor_24315,415_07_00
conductor_24316,415_07_10
conductor_24317,415_07_40
conductor_24318,415_07_50
conductor_24319,415_08_00
conductor_24320,415_08_10
conductor_24321,415_08_20
conductor_24322,415_08_40
conductor_24323,415_08_50
conductor_24324,415_09_00
conductor_24325,415_09_10
conductor_24326,415_09_20
conductor_24327,415_09_30
conductor_24328,415_09_40
conductor_24329,415_09_50
conductor_24330,415_10_00
conductor_24331,415_10_10
conductor_24332,415_10_20
conductor_24333,415_10_30
conductor_24334,415_10_40
conductor_24335,415_10_50
conductor_24336,415_11_00
conductor_24337,415_11_10
conductor_24338,415_11_20
conductor_24339,415_11_30
conductor_24340,415_11_40
conductor_24341,415_11_50
conductor_24342,415_12_00
conductor_24343,415_12_10
conductor_24344,415_12_20
conductor_24345,415_12_30
conductor_24346,415_12_40
conductor_24347,415_12_50
conductor_24348,415_13_00
conductor_24349,415_13_10
conductor_24350,415_13_20
conductor_24351,415_13_30
conductor_24352,415_13_40
conductor_24353,415_13_50
conductor_24354,415_14_00
conductor_24355,415_14_10
conductor_24356,415_14_20
conductor_24357,415_14_30
conductor_24358,415_14_40
conductor_24359,415_14_50
conductor_24360,415_15_00
conductor_24361,415_15_10
conductor_24362,415_15_20
conductor_24363,415_15_30
conductor_24364,415_15_40
conductor_24365,415_15_50
conductor_24366,415_16_00
conductor_24367,415_16_20
conductor_24368,415_16_30
conductor_24369,415_16_40
conductor_24370,415_16_50
conductor_24371,415_17_00
conductor_24372,415_17_20
conductor_24373,415_17_30
conductor_24374,415_17_50
conductor_24375,415_18_00
conductor_24376,415_18_10
conductor_24377,415_18_20
conductor_24378,415_18_30
conductor_24379,415_18_40
conductor_24380,415_18_50
conductor_24381,415_19_00
conductor_24382,415_19_10
conductor_24383,415_19_20
conductor_24384,415_19_30
conductor_24385,415_19_40
conductor_24386,415_19_50
conductor_24387,415_20_00
conductor_24388,415_20_20
conductor_24389,415_20_30
conductor_24390,415_20_40
conductor_24391,415_20_50
conductor_24392,415_21_00
conductor_24393,415_21_10
conductor_24394,415_21_20
conductor_24395,415_21_30
conductor_24396,415_21_40
conductor_24397,415_21_50
conductor_24398,416_06_00
conductor_24399,416_06_20
conductor_24400,416_06_30
conductor_24401,416_06_50
conductor_24402,416_07_00
conductor_24403,416_07_30
conductor_24404,416_07_40
conductor_24405,416_09_00
conductor_24406,416_09_10
conductor_24407,416_10_00
conductor_24408,416_10_10
conductor_24409,416_10_20
conductor_24410,416_11_00
conductor_24411,416_11_10
conductor_24412,416_11_20
conductor_24413,416_11_30
conductor_24414,416_12_00
conductor_24415,416_12_30
conductor_24416,416_12_40
conductor_24417,416_12_50
conductor_24418,416_13_00
conductor_24419,416_13_10
conductor_24420,416_13_30
conductor_24421,416_13_40
conductor_24422,416_13_50
conductor_24423,416_14_00
conductor_24424,416_14_30
conductor_24425,416_14_40
conductor_24426,416_14_50
conductor_24427,416_15_00
conductor_24428,416_15_40
conductor_24429,416_15_50
conductor_24430,416_16_30
conductor_24431,416_16_40
conductor_24432,416_16_50
conductor_24433,416_17_00
conductor_24434,416_17_10
conductor_24435,416_17_20
conductor_24436,416_17_50
conductor_24437,416_19_10
conductor_24438,416_19_50
conductor_24439,417_06_00
conductor_24440,417_06_10
conductor_24441,417_06_20
conductor_24442,417_06_30
conductor_24443,417_06_40
conductor_24444,417_06_50
conductor_24445,417_07_00
conductor_24446,417_07_10
conductor_24447,417_07_30
conductor_24448,417_08_10
conductor_24449,417_08_20
conductor_24450,417_09_20
conductor_24451,417_10_20
conductor_24452,417_11_10
conductor_24453,417_11_40
conductor_24454,417_12_10
conductor_24455,418_06_00
conductor_24456,418_06_10
conductor_24457,418_06_20
conductor_24458,418_06_30
conductor_24459,418_06_40
conductor_24460,418_06_50
conductor_24461,418_07_00
conductor_24462,418_07_30
conductor_24463,418_07_50
conductor_24464,418_08_00
conductor_24465,419_06_00
conductor_24466,419_06_10
conductor_24467,419_06_20
conductor_24468,419_06_30
conductor_24469,419_06_40
conductor_24470,419_06_50
conductor_24471,419_07_00
conductor_24472,419_07_10
conductor_24473,419_07_20
conductor_24474,419_07_30
conductor_24475,419_07_40
conductor_24476,419_07_50
conductor_24477,419_08_00
conductor_24478,419_08_10
conductor_24479,419_08_20
conductor_24480,419_08_30
conductor_24481,419_08_40
conductor_24482,419_08_50
conductor_24483,419_09_00
conductor_24484,419_09_10
conductor_24485,419_09_20
conductor_24486,419_09_30
conductor_24487,419_09_40
conductor_24488,419_09_50
conductor_24489,419_10_00
conductor_24490,419_10_10
conductor_24491,419_10_20
conductor_24492,419_10_30
conductor_24493,419_10_40
conductor_24494,419_10_50
conductor_24495,419_11_00
conductor_24496,419_11_10
conductor_24497,419_11_20
conductor_24498,419_11_30
conductor_24499,419_11_40
conductor_24500,419_11_50
conductor_24501,419_12_00
conductor_24502,419_12_10
conductor_24503,419_12_20
conductor_24504,419_13_30
conductor_24505,419_13_40
conductor_24506,419_13_50
conductor_24507,419_14_00
conductor_24508,419_14_10
conductor_24509,419_14_20
conductor_24510,419_14_30
conductor_24511,419_14_40
conductor_24512,419_14_50
conductor_24513,419_15_00
conductor_24514,419_15_10
conductor_24515,419_15_20
conductor_24516,419_15_30
conductor_24517,419_15_40
conductor_24518,419_15_50
conductor_24519,419_16_00
conductor_24520,419_16_10
conductor_24521,419_16_20
conductor_24522,419_16_30
conductor_24523,419_16_40
conductor_24524,419_16_50
conductor_24525,419_17_00
conductor_24526,419_17_10
conductor_24527,419_17_20
conductor_24528,419_17_30
conductor_24529,419_17_40
conductor_24530,419_17_50
conductor_24531,419_18_00
conductor_24532,419_18_10
conductor_24533,419_18_20
conductor_24534,419_18_30
conductor_24535,419_18_40
conductor_24536,419_18_50
conductor_24537,419_19_00
conductor_24538,419_19_10
conductor_24539,419_19_20
conductor_24540,419_19_30
conductor_24541,419_19_40
conductor_24542,419_19_50
conductor_24543,419_20_00
conductor_24544,419_20_10
conductor_24545,419_20_20
conductor_24546,419_20_30
conductor_24547,419_20_40
conductor_24548,419_20_50
conductor_24549,419_21_00
conductor_24550,419_21_10
conductor_24551,419_21_20
conductor_24552,41_06_00
conductor_24553,41_06_10
conductor_24554,41_06_20
conductor_24555,41_06_30
conductor_24556,41_06_40
conductor_24557,41_06_50
conductor_24558,41_07_00
conductor_24559,41_07_10
conductor_24560,41_07_20
conductor_24561,41_07_30
conductor_24562,41_07_40
conductor_24563,41_07_50
conductor_24564,41_08_00
conductor_24565,41_08_10
conductor_24566,41_08_20
conductor_24567,41_08_30
conductor_24568,41_08_40
conductor_24569,41_08_50
conductor_24570,41_09_00
conductor_24571,41_09_10
conductor_24572,41_09_20
conductor_24573,41_09_30
conductor_24574,41_09_40
conductor_24575,41_09_50
conductor_24576,41_10_00
conductor_24577,41_10_10
conductor_24578,41_10_20
conductor_24579,41_10_30
conductor_24580,41_10_40
conductor_24581,41_10_50
conductor_24582,41_11_00
conductor_24583,41_11_10
conductor_24584,41_11_20
conductor_24585,41_11_30
conductor_24586,41_11_40
conductor_24587,41_11_50
conductor_24588,41_12_00
conductor_24589,41_12_10
conductor_24590,41_12_20
conductor_24591,41_12_30
conductor_24592,41_12_40
conductor_24593,41_12_50
conductor_24594,41_13_00
conductor_24595,41_13_10
conductor_24596,41_13_20
conductor_24597,41_13_30
conductor_24598,41_13_40
conductor_24599,41_13_50
conductor_24600,41_14_00
conductor_24601,41_14_10
conductor_24602,41_14_20
conductor_24603,41_14_30
conductor_24604,41_14_40
conductor_24605,41_14_50
conductor_24606,41_15_00
conductor_24607,41_15_10
conductor_24608,41_15_20
conductor_24609,41_15_30
conductor_24610,41_15_40
conductor_24611,41_15_50
conductor_24612,41_16_00
conductor_24613,41_16_10
conductor_24614,41_16_20
conductor_24615,41_16_30
conductor_24616,41_16_40
conductor_24617,41_16_50
conductor_24618,41_17_00
conductor_24619,41_17_10
conductor_24620,41_17_20
conductor_24621,41_17_30
conductor_24622,41_17_40
conductor_24623,41_17_50
conductor_24624,41_18_00
conductor_24625,41_18_10
conductor_24626,41_18_20
conductor_24627,41_18_30
conductor_24628,41_18_40
conductor_24629,41_18_50
conductor_24630,41_19_00
conductor_24631,41_19_10
conductor_24632,41_19_20
conductor_24633,41_19_30
conductor_24634,41_19_40
conductor_24635,41_19_50
conductor_24636,41_20_00
conductor_24637,41_20_10
conductor_24638,41_20_20
conductor_24639,41_20_30
conductor_24640,41_20_40
conductor_24641,41_20_50
conductor_24642,41_21_00
conductor_24643,41_21_10
conductor_24644,41_21_20
conductor_24645,41_21_30
conductor_24646,41_21_40
conductor_24647,41_21_50
conductor_24648,420_13_20
conductor_24649,420_13_30
conductor_24650,420_13_40
conductor_24651,420_13_50
conductor_24652,420_14_00
conductor_24653,420_14_10
conductor_24654,420_14_20
conductor_24655,420_14_30
conductor_24656,420_14_40
conductor_24657,420_14_50
conductor_24658,420_15_00
conductor_24659,420_15_10
conductor_24660,420_15_20
conductor_24661,420_15_30
conductor_24662,420_15_40
conductor_24663,420_15_50
conductor_24664,420_16_00
conductor_24665,420_16_10
conductor_24666,421_06_00
conductor_24667,421_06_10
conductor_24668,421_06_30
conductor_24669,421_07_00
conductor_24670,421_07_10
conductor_24671,421_07_30
conductor_24672,421_07_40
conductor_24673,421_07_50
conductor_24674,421_08_00
conductor_24675,421_08_20
conductor_24676,421_08_30
conductor_24677,421_08_40
conductor_24678,421_08_50
conductor_24679,421_09_00
conductor_24680,421_09_10
conductor_24681,421_09_30
conductor_24682,421_09_40
conductor_24683,421_09_50
conductor_24684,421_10_00
conductor_24685,421_10_10
conductor_24686,421_10_20
conductor_24687,421_10_40
conductor_24688,421_11_00
conductor_24689,421_11_10
conductor_24690,421_11_20
conductor_24691,421_11_30
conductor_24692,421_11_40
conductor_24693,421_11_50
conductor_24694,421_12_00
conductor_24695,421_12_10
conductor_24696,421_12_20
conductor_24697,421_12_50
